codigo;titulo;tipo_publicacion;anio_publicacion;indexacion;orden_autor;autores;nombre_afiliacion
274;A Systematic Literature Review of Electronic Invoicing, Platforms and Notifications Systems;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
312;An NFO-LP-model to optimise water allocation in dammed river systems;ARTÍCULO DE CONFERENCIA;2017;SIN INDEXAR;1;Jaime Eduardo Veintimilla Reyes;Universidad de Cuenca, Departamento de Ciencias de la Computación
321;Data repository of mobile applications for people with disabilities in the area of communication and language using data mining techniques;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;3;Victor Hugo Saquicela Galarza;Universidad de Cuenca, Departamento de Ciencias de la Computación
363;Challenges and trends about smart big geospatial data: A position paper;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Victor Hugo Saquicela Galarza;Universidad de Cuenca, Departamento de Ciencias de la Computación
369;Towards a Methodologhy to Extract Forensics Information from the Smartphone Sensors: Finding Evidence;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;4;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
398;Security of Mobile Cloud Computing: A Systematic Mapping Study;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Diego Xavier Jara Juarez;Universidad de Cuenca, Departamento de Ciencias de la Computación
402;Similarity detection among academic contents through semantic technologies and text mining;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Victor Hugo Saquicela Galarza;Universidad de Cuenca, Departamento de Ciencias de la Computación
407;TV program recommender using user authentication on middleware Ginga;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Jorge Efrain Crespo Crespo;Universidad de Cuenca, Departamento de Ciencias de la Computación
421;Current challenges of interactive digital television;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Kenneth Samuel Palacio Baus;Universidad de Cuenca, Departamento de Ciencias de la Computación
453;Mining theory-based patterns from Big data: Identifying self-regulated learning strategies in Massive Open Online Courses;ARTÍCULO;2018;SCOPUS;1;Jorge Javier Maldonado Mahauad;Universidad de Cuenca, Departamento de Ciencias de la Computación
467;Footprint analysis using a low cost photo-podoscope;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Carlos Villie Morocho Zurita;Universidad de Cuenca, Departamento de Ciencias de la Computación
541;Towards the Implementation of a Software Platform Based on BPMN and TDABC for Strategic Management;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Erik Alejandro Sigcha Quezada;Universidad de Cuenca, Departamento de Ciencias de la Computación
542;Levantamiento de procesos en industrias de ensamblaje de bicicletas usando BPMN e ISO;ARTÍCULO DE CONFERENCIA;2018;SIN INDEXAR;4;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
551;A Software Platform for Processes-Based Cost Analysis in the Assembly Industry;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Erik Alejandro Sigcha Quezada;Universidad de Cuenca, Departamento de Ciencias de la Computación
575;a systematic literature review on devices and systems for ambient assisted living: solutions and trends from different user perspectives;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
576;a systematic mapping study for intelligent user interfaces-iui;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
580;evaluating the usability of online social networks used by older people;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
581;finding teleconnections from decomposed rainfall signals using dynamic harmonic regressions: a tropical andean case study;ARTÍCULO;2019;SCOPUS;4;Jorge Mauricio Espinoza Mejia;Universidad de Cuenca, Departamento de Ciencias de la Computación
586;Datos enlazados de información geográfica del Ecuador;ARTÍCULO;2018;LATINDEX;1;Victor Hugo Saquicela Galarza;Universidad de Cuenca, Departamento de Ciencias de la Computación
872;Modelo matemático basado en programación lineal y lógica difusa para predicción de tiempos en industrias de ensamble de bicicletas;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;5;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
887;Levantamiento de procesos como base para la aplicación de sistemas de costeo basado en actividades en empresas de ensamblaje;ARTÍCULO;2019;LATINDEX;4;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
902;From Linear Programming Model to Mixed Integer Linear Programming Model for the Simultaneous Optimisation of Water Allocation and Reservoir Location in River Systems;ARTÍCULO DE CONFERENCIA;2018;DOAJ;1;Jaime Eduardo Veintimilla Reyes;Universidad de Cuenca, Departamento de Ciencias de la Computación
930;Level-Set Segmentation of Footprint Images Aimed at Insole Design;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;3;Carlos Villie Morocho Zurita;Universidad de Cuenca, Departamento de Ciencias de la Computación
974;Aplicación de servicios web estándares para el monitoreo hidrometeorológico automático, integrando información de sensores diversos mediante ontologías;ARTÍCULO;2018;LATINDEX;1;Jaime Eduardo Veintimilla Reyes;Universidad de Cuenca, Departamento de Ciencias de la Computación
975;Dynamic reconfiguration of cloud application architectures;ARTÍCULO;2018;SCOPUS;1;Miguel Angel Zuñiga Prieto;Universidad de Cuenca, Departamento de Ciencias de la Computación
982;A Systematic Literature Review in Cyber Forensics: Current Trends from the Client Perspective;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;2;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
986;A subject syllabus similarity analysis to address students mobility issue;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Victor Hugo Saquicela Galarza;Universidad de Cuenca, Departamento de Ciencias de la Computación
1195;Methodological Guidelines for Publishing Library Data as Linked Data;ARTÍCULO DE CONFERENCIA;2017;SCOPUS;6;Marco Andres Tello Guerrero;Universidad de Cuenca, Departamento de Ciencias de la Computación
1304;Improving Cluster-based Methods for Usage Anticipation by the Application of Data Transformations;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Andres Vinicio Auquilla Sangolqui;Universidad de Cuenca, Departamento de Ciencias de la Computación
1346;A Method for Building Massive Open Online Courses for Elderly People MOOCEP: From the User Perceptions;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
1351;Unidimensional, non-stationary modeling of a high mountain river in southern Ecuador;ARTÍCULO;2018;LATINDEX;3;Angel Oswaldo Vazquez Patiño;Universidad de Cuenca, Departamento de Ciencias de la Computación
1405;A Systematic Literature Review for Development, Implementation and Deployment of MOOCs Focused on Older People;ARTÍCULO DE CONFERENCIA;2017;SCOPUS;3;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
1406;MOOCEP: Towards a Method for Building Massive Open Online Courses for Elderly People;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;2;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
1539;LOD-GF: An Integral Linked Open Data Generation Framework;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Victor Hugo Saquicela Galarza;Universidad de Cuenca, Departamento de Ciencias de la Computación
1548;Predicting Learners’ Success in a Self-paced MOOC Through Sequence Patterns of Self-regulated Learning;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Jorge Javier Maldonado Mahauad;Universidad de Cuenca, Departamento de Ciencias de la Computación
1549;Tools to Support Self-Regulated Learning in Online Environments: Literature Review;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;2;Jorge Javier Maldonado Mahauad;Universidad de Cuenca, Departamento de Ciencias de la Computación
1553;REDI: A Linked Data-Powered Research Networking Platform;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Francisco Xavier Sumba Toral;Universidad de Cuenca, Departamento de Ciencias de la Computación
1610;Accuracy of connected confidence left ventricle segmentation in 3-D multi-slice computerized tomography images;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;2;Mateo Sebastian Bautista Llivisaca;Universidad de Cuenca, Departamento de Ciencias de la Computación
1695;A Systematic Mapping Study of Specification Languages in Cloud Services Development;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Jorge Luis Bermeo Conto;Universidad de Cuenca, Departamento de Ciencias de la Computación
1709;Spatial Data Infrastructure as the Core for Activating Early Alerts Using EWBS and Interactive Applications in Digital Terrestrial Television;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Carlos Villie Morocho Zurita;Universidad de Cuenca, Departamento de Ciencias de la Computación
1730;An empirical comparative evaluation of gestUI to include gesture-based interaction in user interfaces;ARTÍCULO;2019;SCOPUS;1;Luis Otto Parra Gonzalez;Universidad de Cuenca, Departamento de Ciencias de la Computación
1883;MILP for Optimizing Water Allocation and Reservoir Location: A Case Study for the Machángara River Basin, Ecuador;ARTÍCULO;2019;SCOPUS;1;Jaime Eduardo Veintimilla Reyes;Universidad de Cuenca, Departamento de Ciencias de la Computación
1884;Artificial Neural Networks Applied to Flow Prediction: A Use Case for the Tomebamba River;ARTÍCULO DE CONFERENCIA;2016;SCOPUS;1;Jaime Eduardo Veintimilla Reyes;Universidad de Cuenca, Departamento de Ciencias de la Computación
1885;Predicción de Caudales Basados en Redes Neuronales Artificiales ( RNA ) para Períodos de Tiempo Sub Diarios;ARTÍCULO;2015;SIN INDEXAR;1;Jaime Eduardo Veintimilla Reyes;Universidad de Cuenca, Departamento de Ciencias de la Computación
1886;Diseño e implementación de un datalogger para la transmisión de información de sensores remotos de lluvia por medio de una red GSM o GPRS;ARTÍCULO;2014;SIN INDEXAR;1;Jaime Eduardo Veintimilla Reyes;Universidad de Cuenca, Departamento de Ciencias de la Computación
1887;Estudio y seleccion de una arquitectura orientada a servicios (SOA) que permita la integracion de sistemas informaticos legados;ARTÍCULO;2014;SIN INDEXAR;1;Jaime Eduardo Veintimilla Reyes;Universidad de Cuenca, Departamento de Ciencias de la Computación
1907;Audio fingerprint parameterization for multimedia advertising identification;ARTÍCULO DE CONFERENCIA;2017;SCOPUS;4;Victor Hugo Saquicela Galarza;Universidad de Cuenca, Departamento de Ciencias de la Computación
1915;Towards a method for the integration of IoT and GIS applications deployed on cloud platforms;ARTÍCULO DE CONFERENCIA;2017;SCOPUS;1;Miguel Angel Zuñiga Prieto;Universidad de Cuenca, Departamento de Ciencias de la Computación
1999;Models, Guidelines and Trends for Process Quality Management: A Literature Review;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;3;Erik Alejandro Sigcha Quezada;Universidad de Cuenca, Departamento de Ciencias de la Computación
2000;Integrating Corporate Social Responsibility to a Process-based Cost Analysis System;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;1;Erik Alejandro Sigcha Quezada;Universidad de Cuenca, Departamento de Ciencias de la Computación
2098;Testing-Based Conceptual Schema Validation in a ModelDriven Environment;ARTÍCULO DE CONFERENCIA;2013;SCOPUS;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2099;An experiment design for validating a test case generation strategy from requirements models;ARTÍCULO DE CONFERENCIA;2014;SCOPUS;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2100;Towards the automated generation of abstract test cases from requirements models;ARTÍCULO DE CONFERENCIA;2014;SCOPUS;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2101;What do we know about the defect types detected in conceptual models?;ARTÍCULO DE CONFERENCIA;2015;SIN INDEXAR;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2103;Mutation Operators for UML Class Diagrams;ARTÍCULO DE CONFERENCIA;2016;SIN INDEXAR;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2104;CoSTest: A Tool for Validation of Requirements at Model Level;ARTÍCULO DE CONFERENCIA;2017;SIN INDEXAR;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2105;Using ALF within the CoSTest process for Validation of UML-based Conceptual Schema;ARTÍCULO DE CONFERENCIA;2017;SCOPUS;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2106;Effectiveness Assessment of an Early Testing Technique using Model-Level Mutants;ARTÍCULO DE CONFERENCIA;2017;SCOPUS;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2107;A Metrics-driven Inspection Framework for Model Transformations;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2109;A Model-Level Mutation Tool to Support the Assessment of the Test Case Quality (Book Chapter);ARTÍCULO DE CONFERENCIA;2017;SCOPUS;1;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
2130;A hybrid algorithm for supply chain optimization of assembly companies;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Carlos Patricio Cevallos Tapia;Universidad de Cuenca, Departamento de Ciencias de la Computación
2131;Modelo de costeo basado en tiempo invertido por actividad para servicios tecnológicos en Instituciones de Educación Superior: Un estudio de caso;ARTÍCULO;2020;SCOPUS;3;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
2132;Prediction of Standard Times in Assembly Lines Using Least Squares in Multivariable Linear Models;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;4;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
2133;Optimization of Motorcycle Assembly Processes Based on Lean Manufacturing Tools;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;2;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
2134;Blockchain and Its Potential Applications in Food Supply Chain Management in Ecuador;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;3;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
2135;Optimization of Assembly Processes Based on Lean Manufacturing Tools. Case Studies: Television and Printed Circuit Boards (PCB) Assemblers;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;2;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
2137;Análisis de Tiempos Estándar en Empresas de Ensamble como insumo para la toma de decisiones;ARTÍCULO;2020;SCOPUS;5;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
2138;Coordinating learning analytics policymaking and implementation at scale;ARTÍCULO;2020;SCOPUS;6;Paola Gabriela Pesantez Cabrera;Universidad de Cuenca, Departamento de Ciencias de la Computación
2196;A Forensics Activity Logger to Extract User Activity from Mobile Devices;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Priscila  Cedillo ;Universidad de Cuenca, Departamento de Ciencias de la Computación
2197;CALMS: A Context-Aware Learning Mobile System Based on Ontologies;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Lenin Xavier Erazo Garzon;Universidad de Cuenca, Departamento de Ciencias de la Computación
2220;Towards an E-learning Platform Based on Interactive Visual Elements;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;3;Victor Hugo Saquicela Galarza;Universidad de Cuenca, Departamento de Ciencias de la Computación
2244;A General Process for the Semantic Annotation and Enrichment of Electronic Program Guides;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Hernan Santiago Gonzalez Toral;Universidad de Cuenca, Departamento de Ciencias de la Computación
2570;Education in System Engineering: Digital Competence;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;2;Andrea Vanessa Mory Alvarado;Universidad de Cuenca, Departamento de Ciencias de la Computación
2618;Towards an Architecture for Human Computer Interaction within the Internet of Things and Ambient Assisted Living Domain;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;3;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
2901;MASS MOVEMENTS DETECTION FROM UAV IMAGES ANALYSIS;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Carlos Villie Morocho Zurita;Universidad de Cuenca, Departamento de Ciencias de la Computación
3065;A Design for a Secure Malware Laboratory;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;1;Xavier Fernando Riofrio Machado;Universidad de Cuenca, Departamento de Ciencias de la Computación
3094;Temporal Analysis of 911 Emergency Calls Through Time Series Modeling;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;4;Miguel Angel Zuñiga Prieto;Universidad de Cuenca, Departamento de Ciencias de la Computación
3100;A causal flow approach for the evaluation of global climate models;ARTÍCULO;2020;SCOPUS;1;Angel Oswaldo Vazquez Patiño;Universidad de Cuenca, Departamento de Ciencias de la Computación
3140;Identifying needs for learning analytics adoption in Latin American universities: A mixed-methods approach;ARTÍCULO;2020;SCOPUS;3;Paola Karina Pesantez Cabrera;Universidad de Cuenca, Departamento de Ciencias de la Computación
3150;AALADIN: Ambient Assisted Living Assistive Device for Internet;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;1;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
3161;Exploring the inuence of the emotional state on the efficiency for correcting defects in conceptual models: A live study;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;3;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
3164;Nonparametric user activity modelling and prediction;ARTÍCULO;2020;SCOPUS;2;Andres Vinicio Auquilla Sangolqui;Universidad de Cuenca, Departamento de Ciencias de la Computación
3173;A Systematic Literature Review on Composition of Microservices through the Use of Semantic Annotations: Solutions and Techniques;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Kevin Eduardo Chavez Zambrano;Universidad de Cuenca, Departamento de Ciencias de la Computación
3175;A Data Infrastructure for Managing Information Obtained from Ambient Assisted Living;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Wilson Fernando Valdez Solis;Universidad de Cuenca, Departamento de Ciencias de la Computación
3176;Outlier Detection with Data Mining Techniques and Statistical Methods;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;2;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
3210;Key Performance Indicators for the Supply Chain in Small and Medium-Sized Enterprises based on Balance Score Card;ARTÍCULO;2020;SCOPUS;6;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
3211;Process Mapping and Modeling: A Theoretical tool Analysis;ARTÍCULO;2020;SCOPUS;5;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
3219;ShimiTV, a t-learning system for android TV;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Elio Santiago Quevedo Silva;Universidad de Cuenca, Departamento de Ciencias de la Computación
3221;Semantically identifying regional-indexed publications, a web-exploring approach;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Jose Enrique Ortiz Vivar;Universidad de Cuenca, Departamento de Ciencias de la Computación
3222;Proposal of an assistant for the automation of the design and creation process of learning objects;ARTÍCULO DE CONFERENCIA;2018;SCOPUS;1;Jorge  Bermeo Conto;Universidad de Cuenca, Departamento de Ciencias de la Computación
3226;LAND COVER CLASSIFICATION OF HIGH RESOLUTION IMAGES FROM AN ECUADORIAN ANDEAN ZONE USING DEEP CONVOLUTIONAL NEURAL NETWORKS AND TRANSFER LEARNING;ARTÍCULO;2020;SCOPUS;1;Hernan Santiago Gonzalez Toral;Universidad de Cuenca, Departamento de Ciencias de la Computación
3237;Local rainfall modelling based on global climate information: A data-based approach;ARTÍCULO;2020;SCOPUS;4;Jorge Mauricio Espinoza Mejia;Universidad de Cuenca, Departamento de Ciencias de la Computación
3457;Self-regulated learning in MOOCs: lessons learned from a literature review;ARTÍCULO;2020;SCOPUS;3;Jorge Javier Maldonado Mahauad;Universidad de Cuenca, Departamento de Ciencias de la Computación
3463;Virtual Control Volume Approach to the Study of Climate Causal Flows: Identification of Humidity and Wind Pathways of Influence on Rainfall in Ecuador;ARTÍCULO;2020;SCOPUS;1;Angel Oswaldo Vazquez Patiño;Universidad de Cuenca, Departamento de Ciencias de la Computación
3691;Laryngeal Image Processing of Vocal Folds Motion;ARTÍCULO;2020;SCOPUS;1;Gustavo Xavier Andrade Miranda;Universidad de Cuenca, Departamento de Ciencias de la Computación
3727;"Characterizing Learners&amp;#x0027; Engagement in MOOCs: An Observational Case Study Using the NoteMyProgress Tool for Supporting Self-Regulation";ARTÍCULO;2020;SCOPUS;2;Jorge Javier Maldonado Mahauad;Universidad de Cuenca, Departamento de Ciencias de la Computación
3881;Detección de valores atípicos con técnicas de minería de datos y métodos estadísticos;ARTÍCULO;2020;DOAJ;2;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
3995;REDI: Towards knowledge graph-powered scholarly information management and research networking;ARTÍCULO;2020;SCOPUS;2;José Luis Segarra Flores;Universidad de Cuenca, Departamento de Ciencias de la Computación
3998;A Memory Game for Elderly People: Development and Evaluation;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;2;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
4027;A MOOC-based flipped experience: Scaffolding SRL strategies improves learners’ time management and engagement;ARTÍCULO;2021;SCOPUS;6;Jorge Javier Maldonado Mahauad;Universidad de Cuenca, Departamento de Ciencias de la Computación
4046;Analyzing Students’ Behavior in a MOOC Course: A Process-Oriented Approach;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;1;Franklin  Bernal ;Universidad de Cuenca, Departamento de Ciencias de la Computación
4048;How Do Negative Emotions Influence on the Conceptual Models Verification?: A live study proposal;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;3;Maria Fernanda Granda Juca;Universidad de Cuenca, Departamento de Ciencias de la Computación
4066;A ranking-based approach for supporting the initial selection of primary studies in a Systematic Literature Review;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;Hernan Santiago Gonzalez Toral;Universidad de Cuenca, Departamento de Ciencias de la Computación
4067;Discovering research trends in the computer science area of Ecuador: An approach using semantic knowledge bases;ARTÍCULO DE CONFERENCIA;2019;SCOPUS;1;José Luis Segarra Flores;Universidad de Cuenca, Departamento de Ciencias de la Computación
4073;CloudIoTSecurity: Evaluating the Security in Cloud IoT Applications;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;1;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
4074;A middleware for managing the heterogeneity of data provining from IoT devices in ambient assisted living environments;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;1;Irene Priscila Cedillo Orellana;Universidad de Cuenca, Departamento de Ciencias de la Computación
4089;A Software Architecture Proposal for a Data Platform on Active Mobility and Urban Environment;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;3;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
4095;Applying the LALA framework for the adoption of a learning analytics tool in Latin America: Two case studies in Ecuador;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;1;Miguel Angel Zuñiga Prieto;Universidad de Cuenca, Departamento de Ciencias de la Computación
4096;An overview of the LALA project;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;8;Miguel Angel Zuñiga Prieto;Universidad de Cuenca, Departamento de Ciencias de la Computación
4130;Occupational Health and Safety for Decision-Making in the Framework of Corporate Social Responsibility: Models, Guidelines, and Indicators.;ARTÍCULO DE CONFERENCIA;2020;SCOPUS;4;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
4131;Modelo genérico de procesos para empresas de ensamblaje como estrategia de evaluación comparativa para la toma de decisiones;ARTÍCULO;2021;SCOPUS;2;Lorena Catalina Siguenza Guzman;Universidad de Cuenca, Departamento de Ciencias de la Computación
